row_type,hypothesis_id,symbol,asset_class,state,horizon_bars,segment,partition,reason_signature,momentum_state,sampling_view,count,sample_count,mean_forward_return,median_forward_return,min_forward_return,max_forward_return,positive_count,negative_count,zero_count,episode_count,mean_delta,median_delta,delta_reference,length_min,length_median,length_max,share_largest_episode,share_three_largest,mean_delta_sign,median_delta_sign,timestamp,bars_since_previous_cross,status_h1,return_h1,status_h5,return_h5,status_h20,return_h20
segment_state,trend_alignment,QQQ,equity,neutral,1,2015-2016,,,,,25,25,-0.002463967835868126,-0.0019420983058058283,-0.038992881050585626,0.013001583968152763,9,16,0,15,-0.0026206077067443367,-0.002495861346574757,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,QQQ,equity,all,5,2015-2016,,,,,504,504,0.001794309909804478,0.0031228612100794306,-0.11520488709071874,0.12087444533461689,294,210,0,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bullish,5,2015-2016,,,,,300,300,-0.0006626009143107833,0.0012845450858190999,-0.11520488709071874,0.12087444533461689,166,134,0,9,-0.0024569108241152614,-0.0018383161242603308,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bearish,5,2015-2016,,,,,179,179,0.006090089453133765,0.009525693848140504,-0.07087799951561757,0.06149175364424275,115,64,0,8,0.0042957795433292865,0.006402832638061073,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,neutral,5,2015-2016,,,,,25,25,0.0005194582689499238,0.005295429494442505,-0.052013966468876904,0.04283971606750003,13,12,0,15,-0.0012748516408545543,0.0021725682843630745,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,QQQ,equity,all,20,2015-2016,,,,,504,504,0.008175638709561901,0.011021701773505477,-0.11924222035721344,0.12936500884267987,317,186,1,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bullish,20,2015-2016,,,,,300,300,-0.000690215926074772,0.004169414454813114,-0.11924222035721344,0.12151115929467582,167,133,0,9,-0.008865854635636673,-0.006852287318692363,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bearish,20,2015-2016,,,,,179,179,0.023572809106897165,0.02544575400822202,-0.08757194179859895,0.12936500884267987,134,44,1,8,0.015397170397335264,0.014424052234716545,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,neutral,20,2015-2016,,,,,25,25,0.004322154292281475,0.015065553679678878,-0.11032799572141727,0.07529693337028975,16,9,0,15,-0.0038534844172804263,0.004043851906173401,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,QQQ,equity,all,1,2017-2018,,,,,502,502,-4.0503430332193797e-07,0.0006343765610276053,-0.04466407037151843,0.050868519366345843,274,225,3,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bullish,1,2017-2018,,,,,402,402,0.00016625839700301184,0.0006595413985268639,-0.04463951180993453,0.041717477067257036,222,177,3,4,0.00016666343130633377,2.5164837499258574e-05,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bearish,1,2017-2018,,,,,89,89,-0.0008576638830538545,0.00023615007292110413,-0.04466407037151843,0.050868519366345843,45,44,0,3,-0.0008572588487505325,-0.0003982264881065012,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,neutral,1,2017-2018,,,,,11,11,0.0008448075251195165,0.0007623578589641689,-0.014161630984714346,0.015858574001060166,7,4,0,5,0.0008452125594228385,0.00012798129793656354,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,QQQ,equity,all,5,2017-2018,,,,,502,502,0.002216855182265682,0.004826120816094792,-0.09549318928035644,0.06754895869914512,306,194,2,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bullish,5,2017-2018,,,,,402,402,0.0030085706118706027,0.005421257606454732,-0.08278545039375063,0.06477317920145209,256,145,1,4,0.0007917154296049208,0.0005951367903599403,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bearish,5,2017-2018,,,,,89,89,-0.0019213611304540654,0.0010046578937425998,-0.09549318928035644,0.06754895869914512,45,43,1,3,-0.004138216312719748,-0.0038214629223521923,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,neutral,5,2017-2018,,,,,11,11,0.0067651869214365315,-5.943688265153124e-05,-0.008289561990730276,0.04812055338761079,5,6,0,5,0.00454833173917085,-0.004885557698746323,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,QQQ,equity,all,20,2017-2018,,,,,502,502,0.010889615072231093,0.01532486957139867,-0.12605720279316934,0.12489657353525674,347,155,0,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bullish,20,2017-2018,,,,,402,402,0.013685965414853523,0.016477134398914517,-0.12246653111136829,0.1127105069738219,296,106,0,4,0.00279635034262243,0.0011522648275158476,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bearish,20,2017-2018,,,,,89,89,0.0005293533657057879,0.003273901007913471,-0.12605720279316934,0.12489657353525674,46,43,0,3,-0.010360261706525304,-0.012050968563485198,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,neutral,20,2017-2018,,,,,11,11,-0.007480343641720163,-0.010776441128699243,-0.06753631664309157,0.045987335086791425,5,6,0,5,-0.018369958713951254,-0.026101310700097913,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,QQQ,equity,all,1,2019-2020,,,,,505,505,0.0006690069629619489,0.0011060554150048585,-0.0607461660131684,0.04367215419883519,278,225,2,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bullish,1,2019-2020,,,,,391,391,0.0007018017335002935,0.0012830484749870585,-0.035860456969243226,0.036097247749314,220,169,2,5,3.279477053834466e-05,0.00017699305998220005,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bearish,1,2019-2020,,,,,107,107,0.0008595263471179853,0.00021448720740524507,-0.0607461660131684,0.04367215419883519,55,52,0,5,0.0001905193841560364,-0.0008915682075996134,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,neutral,1,2019-2020,,,,,7,7,-0.004075040092065004,-0.002040935492926166,-0.02303006184828804,0.008758288785815083,3,4,0,6,-0.004744047055026953,-0.0031469909079310243,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,QQQ,equity,all,5,2019-2020,,,,,505,505,0.0066007543608769675,0.00828787205065007,-0.158172131977789,0.10665416709989994,322,183,0,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bullish,5,2019-2020,,,,,391,391,0.004401613779196455,0.007625603806393322,-0.158172131977789,0.08372256294664293,250,141,0,5,-0.0021991405816805124,-0.0006622682442567474,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bearish,5,2019-2020,,,,,107,107,0.015545949850821549,0.016715313573395285,-0.08633060540229243,0.10665416709989994,70,37,0,5,0.008945195489944581,0.008427441522745216,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,neutral,5,2019-2020,,,,,7,7,-0.0072952384944072746,-0.016705678216049846,-0.019794141599718262,0.022915461272652538,2,5,0,6,-0.013895992855284242,-0.024993550266699915,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,QQQ,equity,all,20,2019-2020,,,,,505,505,0.028636939539802755,0.03979167885047885,-0.2749464537397952,0.24467591722579995,397,108,0,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bullish,20,2019-2020,,,,,391,391,0.020718855808764577,0.03771244709219079,-0.2749464537397952,0.13276946735966466,301,90,0,5,-0.007918083731038177,-0.002079231758288058,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bearish,20,2019-2020,,,,,107,107,0.0580706628751789,0.051398714565412895,-0.04039272872606603,0.24467591722579995,89,18,0,5,0.029433723335376142,0.011607035714934044,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,neutral,20,2019-2020,,,,,7,7,0.02100298838990008,0.024207198229012628,0.0015146905442464664,0.048415405157226754,7,0,0,6,-0.0076339511499026735,-0.015584480621466223,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,QQQ,equity,all,1,2021-2022,,,,,503,503,-3.612884212517297e-05,0.0006601687042855353,-0.04008991003755624,0.06790237782320374,263,240,0,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bullish,1,2021-2022,,,,,271,271,-0.0006599026109885204,0.0004575062393361584,-0.04008991003755624,0.04458050554383486,142,129,0,7,-0.0006237737688633474,-0.0002026624649493769,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bearish,1,2021-2022,,,,,222,222,0.0008479310315427834,0.0010556270513673027,-0.0385694008179881,0.06790237782320374,117,105,0,7,0.0008840598736679563,0.0003954583470817674,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,neutral,1,2021-2022,,,,,10,10,-0.002757988901357089,-0.0037075676513206313,-0.018243091540787182,0.010375769744690677,4,6,0,9,-0.0027218600592319162,-0.004367736355606167,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,QQQ,equity,all,5,2021-2022,,,,,503,503,-0.0008695432576420076,0.0005450829783051336,-0.1072317923955386,0.09099969223734328,257,246,0,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bullish,5,2021-2022,,,,,271,271,-0.0040351046112965215,-0.0011298890439150888,-0.09067923293425417,0.06299234186247515,127,144,0,7,-0.003165561353654514,-0.0016749720222202225,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bearish,5,2021-2022,,,,,222,222,0.003456964573378449,0.006964146373777624,-0.1072317923955386,0.09099969223734328,126,96,0,7,0.004326507831020457,0.006419063395472491,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,neutral,5,2021-2022,,,,,10,10,-0.011131304422258815,-0.008398810536708712,-0.0731899162307783,0.014812013122989853,4,6,0,9,-0.010261761164616807,-0.008943893515013845,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,QQQ,equity,all,20,2021-2022,,,,,503,503,-0.002781569554741747,0.0012162491493721284,-0.15959475855930672,0.1517368243514301,254,249,0,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bullish,20,2021-2022,,,,,271,271,-0.019660231943531045,-0.014370520883148608,-0.15959475855930672,0.12663530344020257,115,156,0,7,-0.0168786623887893,-0.015586770032520736,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bearish,20,2021-2022,,,,,222,222,0.018233978397790316,0.027934092690633072,-0.1422226743589784,0.1517368243514301,135,87,0,7,0.021015547952532063,0.026717843541260944,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,neutral,20,2021-2022,,,,,10,10,-0.011914983364763643,-0.021567384778299004,-0.13319374285515628,0.09533234015241443,4,6,0,9,-0.009133413810021897,-0.022783633927671132,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,QQQ,equity,all,1,2023-2024,,,,,502,502,0.0006110312136605234,0.0013076250850998505,-0.03490619986683241,0.029563750196623273,280,222,0,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bullish,1,2023-2024,,,,,368,368,0.00027068848685996466,0.000595114948789166,-0.03490619986683241,0.029563750196623273,198,170,0,4,-0.0003403427268005587,-0.0007125101363106845,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bearish,1,2023-2024,,,,,125,125,0.0017190387330556227,0.0031632648302888366,-0.026249191419836726,0.025446417730520032,76,49,0,4,0.0011080075193950992,0.0018556397451889861,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,neutral,1,2023-2024,,,,,9,9,-0.0008617261709819024,0.00155404990108865,-0.030646234915239656,0.022112053546578636,6,3,0,6,-0.0014727573846424259,0.0002464248159887994,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,QQQ,equity,all,5,2023-2024,,,,,502,502,0.006170613386802607,0.00663906904139544,-0.0784085551684004,0.06753425075583253,314,188,0,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bullish,5,2023-2024,,,,,368,368,0.0037840236130523056,0.0033496959257552916,-0.0784085551684004,0.06497392547487002,221,147,0,4,-0.002386589773750301,-0.0032893731156401484,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bearish,5,2023-2024,,,,,125,125,0.012158266996025973,0.014585352499571602,-0.055469024986395166,0.06753425075583253,84,41,0,4,0.005987653609223366,0.007946283458176162,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,neutral,5,2023-2024,,,,,9,9,0.02059376178537928,0.014656507164092947,0.006651379105465205,0.0525457729977743,9,0,0,6,0.014423148398576675,0.008017438122697507,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,QQQ,equity,all,20,2023-2024,,,,,502,502,0.02506867858692433,0.026373364431275026,-0.13576642875974287,0.18057866661396238,377,124,1,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bullish,20,2023-2024,,,,,368,368,0.02126417031492216,0.024100768067759626,-0.13576642875974287,0.12140048173094908,276,91,1,4,-0.003804508272002169,-0.0022725963635154,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,bearish,20,2023-2024,,,,,125,125,0.0357250584713122,0.03619944553334431,-0.05926628876142137,0.18057866661396238,94,31,0,4,0.010656379884387873,0.009826081102069284,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,QQQ,equity,neutral,20,2023-2024,,,,,9,9,0.0326255184256259,0.0426255474673809,-0.03966302253079024,0.08255256861464044,7,2,0,6,0.007556839838701573,0.01625218303610587,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,IWM,equity,all,1,2015-2016,,,,,504,504,0.0003702404815932345,0.0007971815816272265,-0.03822885132561482,0.037770994370866395,271,232,1,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bullish,1,2015-2016,,,,,326,326,0.00036127996188764006,0.0008127292324177082,-0.024376623821798504,0.030549295731480575,178,147,1,6,-8.960519705594446e-06,1.5547650790481704e-05,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bearish,1,2015-2016,,,,,162,162,0.000391751005766233,0.0007986098364158867,-0.03822885132561482,0.037770994370866395,85,77,0,5,2.1510524172998493e-05,1.4282547886601549e-06,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,neutral,1,2015-2016,,,,,16,16,0.0003350170133431113,0.00033520774865480885,-0.015151569269906351,0.013203446208696734,8,8,0,9,-3.522346825012322e-05,-0.0004619738329724177,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,IWM,equity,all,5,2015-2016,,,,,504,504,0.001830036273361006,0.0038333058309338863,-0.08990612754204541,0.09713754270696962,284,219,1,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bullish,5,2015-2016,,,,,326,326,0.0018692048561747626,0.003169222613318423,-0.05765557575537883,0.06379954013475708,184,141,1,6,3.916858281375647e-05,-0.0006640832176154632,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bearish,5,2015-2016,,,,,162,162,0.0010715937804021726,0.0023227675970811656,-0.08990612754204541,0.09713754270696962,87,75,0,5,-0.0007584424929588335,-0.0015105382338527207,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,neutral,5,2015-2016,,,,,16,16,0.008711206639738907,0.009250957001745164,-0.024401915949207154,0.031777426151674115,13,3,0,9,0.006881170366377901,0.005417651170811277,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,IWM,equity,all,20,2015-2016,,,,,504,504,0.006931309195877155,0.01001605463542421,-0.13386927095416767,0.1509145646095602,291,213,0,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bullish,20,2015-2016,,,,,326,326,0.0031209547434191383,0.006613506749051257,-0.12870942863266333,0.101687199003343,176,150,0,6,-0.0038103544524580165,-0.003402547886372953,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bearish,20,2015-2016,,,,,162,162,0.0140343253962419,0.014485280749686802,-0.13386927095416767,0.1509145646095602,104,58,0,5,0.007103016200364746,0.004469226114262592,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,neutral,20,2015-2016,,,,,16,16,0.012649242136016224,0.020493910276265237,-0.11580634818416058,0.06934120801392507,11,5,0,9,0.005717932940139069,0.010477855640841027,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,IWM,equity,all,1,2017-2018,,,,,502,502,-0.00039808948717837166,0.0001647217770628373,-0.04052029741488816,0.044741795621640934,255,244,3,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bullish,1,2017-2018,,,,,341,341,-0.0001606645534384264,0.00043883485710805026,-0.03277736962085254,0.028585196846034666,177,162,2,7,0.00023742493373994525,0.00027411308004521295,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bearish,1,2017-2018,,,,,132,132,-0.0012980370976048065,-0.00028399057683908824,-0.04052029741488816,0.044741795621640934,63,68,1,5,-0.0008999476104264349,-0.00044871235390192554,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,neutral,1,2017-2018,,,,,29,29,0.0009064340359584584,5.929604744836503e-05,-0.010086521069825771,0.014074028862847143,15,14,0,11,0.00130452352313683,-0.00010542572961447227,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,IWM,equity,all,5,2017-2018,,,,,502,502,-0.00011062949965638243,0.0005171369778552704,-0.08954142734907944,0.07233107127968452,258,243,1,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bullish,5,2017-2018,,,,,341,341,0.0003753050659674773,0.0007591526003649651,-0.06846859736813504,0.043697238285851814,175,166,0,7,0.00048593456562385975,0.00024201562250969477,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bearish,5,2017-2018,,,,,132,132,-0.00237246813152679,-0.0010689491753365088,-0.08954142734907944,0.07233107127968452,63,68,1,5,-0.0022618386318704075,-0.0015860861531917791,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,neutral,5,2017-2018,,,,,29,29,0.004470715759969743,0.010058610355968556,-0.06216789420324431,0.03399997287326384,20,9,0,11,0.004581345259626125,0.009541473378113285,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,IWM,equity,all,20,2017-2018,,,,,502,502,0.002655249666488983,0.006579934170371837,-0.1569783613786293,0.15196391057102532,301,200,1,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bullish,20,2017-2018,,,,,341,341,0.002095382994180354,0.006798149421471944,-0.13315910684288335,0.08358289499279703,208,132,1,7,-0.0005598666723086289,0.00021821525110010676,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bearish,20,2017-2018,,,,,132,132,0.0032392177175471814,0.007669407472711609,-0.1569783613786293,0.15196391057102532,75,57,0,5,0.0005839680510581983,0.0010894733023397718,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,neutral,20,2017-2018,,,,,29,29,0.006580448029163477,0.00488012700763818,-0.0626564550035782,0.05561734573648924,18,11,0,11,0.003925198362674494,-0.0016998071627336575,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,IWM,equity,all,1,2019-2020,,,,,505,505,-0.00019565329291772093,0.0003887362966006336,-0.046032037134682735,0.05784819015968368,259,243,3,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bullish,1,2019-2020,,,,,342,342,-0.00014251636540227628,0.0006039015445180596,-0.041819689313975394,0.05784819015968368,179,160,3,7,5.3136927515444644e-05,0.00021516524791742597,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bearish,1,2019-2020,,,,,146,146,0.0002973010378688475,0.0008459261008249008,-0.046032037134682735,0.047247593686658984,76,70,0,6,0.0004929543307865685,0.00045718980422426725,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,neutral,1,2019-2020,,,,,17,17,-0.005498251028513077,-0.0041640559247793085,-0.03821072206875076,0.020705529630176578,4,13,0,10,-0.005302597735595356,-0.004552792221379942,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,IWM,equity,all,5,2019-2020,,,,,505,505,0.0036525102961535334,0.005608200993033607,-0.230792089806085,0.16070931111124476,298,207,0,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bullish,5,2019-2020,,,,,342,342,0.003611907457303863,0.0043736953805070256,-0.11352956902063704,0.11694589177744996,197,145,0,7,-4.060283884967054e-05,-0.0012345056125265819,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bearish,5,2019-2020,,,,,146,146,0.004905610121501664,0.009640677018171395,-0.230792089806085,0.16070931111124476,92,54,0,6,0.0012530998253481307,0.004032476025137788,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,neutral,5,2019-2020,,,,,17,17,-0.006292572269389977,0.0011665179009723303,-0.09594710688703456,0.060931330769777414,9,8,0,10,-0.00994508256554351,-0.004441683092061277,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,IWM,equity,all,20,2019-2020,,,,,505,505,0.018299694006906106,0.02481964768070566,-0.40458603421785844,0.2461822494656265,345,160,0,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bullish,20,2019-2020,,,,,342,342,0.015769211198500645,0.017141876564944147,-0.40458603421785844,0.20174112197092775,225,117,0,7,-0.002530482808405461,-0.007677771115761511,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bearish,20,2019-2020,,,,,146,146,0.03024491843801152,0.04119042126967254,-0.30569882969316575,0.2461822494656265,113,33,0,6,0.011945224431105413,0.01637077358896688,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,neutral,20,2019-2020,,,,,17,17,-0.03338134402054821,-0.007154370957256684,-0.3853064305954673,0.1302983974016656,7,10,0,10,-0.051681038027454315,-0.03197401863796234,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,IWM,equity,all,1,2021-2022,,,,,503,503,-0.0005211110299880554,-0.00026947029076340723,-0.04440562684688132,0.05161419702570291,245,258,0,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bullish,1,2021-2022,,,,,244,244,-0.0009475783421404057,-0.000264381108370626,-0.04440562684688132,0.034967074865157155,119,125,0,8,-0.00042646731215235023,5.089182392781222e-06,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bearish,1,2021-2022,,,,,245,245,0.00020162976094290143,-0.00017963207978100026,-0.034329094280392325,0.05161419702570291,121,124,0,8,0.0007227407909309568,8.983821098240696e-05,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,neutral,1,2021-2022,,,,,14,14,-0.005736358859481697,-0.007014503412230533,-0.023814484487480247,0.014132338242414999,5,9,0,12,-0.005215247829493641,-0.0067450331214671255,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,IWM,equity,all,5,2021-2022,,,,,503,503,-0.0012594891989695406,-0.0013050622690635727,-0.10927788236400093,0.08453694535778578,245,258,0,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bullish,5,2021-2022,,,,,244,244,-0.0055305489207629465,-0.0076244941985102455,-0.0845614717473312,0.07483555452016244,96,148,0,8,-0.004271059721793406,-0.006319431929446673,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bearish,5,2021-2022,,,,,245,245,0.0031355616703710163,0.006836829545500356,-0.10927788236400093,0.08453694535778578,144,101,0,8,0.004395050869340557,0.008141891814563929,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,neutral,5,2021-2022,,,,,14,14,-0.0037344099754584937,-0.006130403634177495,-0.04059407919146818,0.05365170253796525,5,9,0,12,-0.0024749207764889532,-0.004825341365113922,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,IWM,equity,all,20,2021-2022,,,,,503,503,-0.0038871468553899305,-0.0023591810198650975,-0.14349339257082716,0.15971071621509636,245,258,0,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bullish,20,2021-2022,,,,,244,244,-0.019387804036051948,-0.018595035162334794,-0.14349339257082716,0.10834268671054614,94,150,0,8,-0.015500657180662018,-0.016235854142469697,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bearish,20,2021-2022,,,,,245,245,0.011500649514957042,0.012019438985690911,-0.14093477090188522,0.15971071621509636,146,99,0,8,0.015387796370346972,0.014378620005556009,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,neutral,20,2021-2022,,,,,14,14,-0.0030192724734953475,-0.01838123113003648,-0.07336730487205367,0.07507453711899958,5,9,0,12,0.000867874381894583,-0.016022050110171382,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,IWM,equity,all,1,2023-2024,,,,,502,502,-0.0001541172889184926,8.273675833236904e-05,-0.049087189483419946,0.03329767784236326,252,250,0,1,,,,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bullish,1,2023-2024,,,,,327,327,-0.00030531106992100063,-0.0002297617545188313,-0.049087189483419946,0.03329767784236326,161,166,0,6,-0.00015119378100250804,-0.00031249851285120034,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,bearish,1,2023-2024,,,,,165,165,0.00013687939872246297,0.0004562668685159643,-0.027645619559810042,0.026301944799259847,86,79,0,5,0.00029099668764095553,0.0003735301101835953,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_state,trend_alignment,IWM,equity,neutral,1,2023-2024,,,,,10,10,-1.1525996212247148e-05,0.0005946598705586226,-0.009268414027883476,0.008511576443669622,5,5,0,9,0.00014259129270624544,0.0005119231122262535,segment_matched_unconditional,,,,,,,,,,,,,,,
segment_matched,trend_alignment,IWM,equity,all,5,2023-2024,,,,,502,502,0.002091277151925325,0.0006007525551817716,-0.09737680711839514,0.11028727845092168,258,244,0,1,,,,,,,,,,,,,,,,,,
